Year,S&P Composite,Dividend,Earnings,CPI,Long Interest Rate,Real Price,Real Dividend,Real Earnings,Cyclically Adjusted PE Ratio
2017-01-31,2275.12,45.92666666666667,96.46333333333334,242.839,2.43,2557.721722458089,51.63140096936654,108.44542841141661,28.06357374212445
2016-12-31,2246.63,45.7,94.55,241.432,2.49,2540.411916771596,51.67598785579377,106.91388734716193,27.86509822392352
2016-11-30,2164.99,45.47666666666667,92.73,241.353,2.14,2448.897527563361,51.44028220075988,104.89021553492186,26.850953531056255
2016-10-31,2143.02,45.25333333333333,90.91,241.729,1.76,2420.2759663093793,51.108041484472274,102.6715980705666,26.52514308507059
2016-09-30,2157.69,45.03,89.09,241.428,1.63,2439.882047939758,50.91921852477758,100.74157624633432,26.72787334647853
2016-08-31,2170.95,44.84,88.36666666666667,240.849,1.56,2460.7777605470646,50.82626259606642,100.16385826804347,26.948872433723857
2016-07-31,2148.9,44.65,87.64333333333333,240.628,1.5,2438.021122645744,50.65737964825373,99.43519843908439,26.694003256096302
2016-06-30,2083.89,44.46,86.92,241.018,1.64,2360.438729348015,50.36019459127534,98.45497332149466,25.84037292767051
2016-05-31,2065.55,44.266666666666666,86.75999999999999,240.229,1.81,2347.349182030479,50.305886466663054,98.59650699957122,25.694709923449967
2016-04-30,2075.54,44.07333333333334,86.6,239.261,1.81,2368.244915050928,50.28881522688612,98.81284371460454,25.922337543673883
2016-03-31,2021.95,43.88,86.44,238.132,1.89,2318.035441897771,50.30559370433205,99.09789242940889,25.37229862018791
2016-02-29,1904.42,43.71666666666667,86.47,237.111,1.78,2192.696134974759,50.334152148150025,99.5591491326847,24.00260677728976
2016-01-31,1918.6,43.553333333333335,86.5,236.916,2.09,2210.8407866079115,50.187368772054235,99.67566352631313,24.206167203878472
2015-12-31,2054.08,43.39,86.53,236.525,2.24,2370.86989637459,50.081810252616,99.87506432723814,25.965424037124176
2015-11-30,2080.62,43.096666666666664,87.90666666666667,237.336,2.26,2393.29685281626,49.573260230222125,101.11733458051032,26.225851890971935
2015-10-31,2024.81,42.803333333333335,89.28333333333333,237.838,2.07,2324.1837066826997,49.131923452097645,102.48411881196445,25.491441046066747
2015-09-30,1944.41,42.51,90.66,237.945,2.17,2230.89269885898,48.77327756414297,104.0175333795625,24.496752170486435
2015-08-31,2039.87,42.25333333333333,92.07666666666667,238.316,2.17,2336.7739875207703,48.40332482921834,105.47846653183169,25.693658417057694
2015-07-31,2094.14,41.99666666666667,93.49333333333334,238.654,2.32,2395.545444115749,48.04116415396348,106.94964459007602,26.381136336399692
2015-06-30,2099.29,41.74,94.91,238.638,2.36,2401.597682975888,47.750757297664244,108.57748862293514,26.495895292784834
2015-05-31,2111.94,41.43,96.35666666666667,237.805,2.2,2424.5325195853748,47.56213826454447,110.61861218225015,26.806111379650822
2015-04-30,2094.86,41.120000000000005,97.80333333333334,236.599,1.94,2417.1829322186486,47.4468757687057,112.85171708248978,26.791371680192317
2015-03-31,2079.99,40.81,99.25,236.119,2.04,2404.9039254359027,47.184904349078224,114.75377987370774,26.72860545292847
2015-02-28,2082.2,40.35333333333333,100.27000000000001,234.722,1.98,2421.78767478123,46.93459096292635,116.62311504673613,26.995513699383235
2015-01-31,2028.18,39.89666666666667,101.28999999999999,233.707,1.88,2369.202567916237,46.60497841314125,118.32111947866345,26.492295420383112
2014-12-31,2054.27,39.44,102.31,234.812,2.21,2388.3867639217756,45.85471917959899,118.95021093470521,26.794085482572545
2014-11-30,2044.57,39.123333333333335,103.52666666666667,236.151,2.33,2363.630658815757,45.22863494120287,119.68228201447378,26.606817147143403
2014-10-31,1937.27,38.806666666666665,104.74333333333334,237.433,2.3,2227.49374269794,44.62031992183058,120.43500368525017,25.16274828308324
2014-09-30,1993.23,38.49,105.96,238.031,2.53,2286.079416924686,44.14502930290592,121.52785931244249,25.91843689260617
2014-08-31,1961.53,38.120000000000005,105.01333333333334,237.852,2.42,2251.415058902174,43.75357096009283,120.5327474227671,25.617606421799376
2014-07-31,1973.1,37.75,104.06666666666666,238.25,2.54,2260.911728436516,43.25650891920252,119.24664092339978,25.817545976158723
2014-06-30,1947.09,37.38,103.12,238.343,2.6,2230.2371425634483,42.81582484067081,118.11578003129944,25.558007623511276
2014-05-31,1889.77,36.99666666666667,102.36333333333334,237.9,2.56,2168.612355233291,42.45565779739387,117.46741105506516,24.94327410990257
2014-04-30,1864.26,36.61333333333333,101.60666666666667,237.072,2.71,2146.810136920429,42.16250691772962,117.00633065060404,24.786315396962625
2014-03-31,1863.52,36.23,100.85,236.293,2.72,2153.032677904127,41.85861912963989,116.51785093083585,24.95603915396537
2014-02-28,1817.04,35.81666666666666,100.63333333333333,234.781,2.71,2112.851428011636,41.64756709444119,117.01629135236665,24.590930877894117
2014-01-31,1822.36,35.403333333333336,100.41666666666666,233.916,2.86,2126.873523316062,41.319175302245256,117.19613557858375,24.8596090936327
2013-12-31,1807.78,34.99,100.2,233.049,2.9,2117.706419422525,40.98869752712949,117.37832215542655,24.861869296461933
2013-11-30,1783.54,34.79333333333334,98.25666666666666,233.069,2.72,2089.1314186785885,40.7548167280934,115.09194603314897,24.64207709241204
2013-10-31,1720.03,34.596666666666664,96.31333333333333,233.546,2.62,2010.6246738972193,40.44168510700247,112.58522492356967,23.83473788763143
2013-09-30,1687.17,34.4,94.37,234.149,2.81,1967.134053572725,40.10823535441107,110.02948169755156,23.442287167960593
2013-08-31,1670.09,34.02333333333333,93.23,233.877,2.74,1949.484473761849,39.715201024470126,108.82673238497158,23.35664909491609
2013-07-31,1668.68,33.64666666666667,92.09,233.596,2.58,1950.1817070497784,39.322766400109586,107.62532864432609,23.492460177159636
2013-06-30,1618.77,33.27,90.95,233.504,2.3,1892.5974129351102,38.89787673872825,106.33489297827875,22.925333173915323
2013-05-31,1639.84,32.88333333333334,89.86666666666667,232.945,1.93,1921.832361802142,38.538061130309735,105.32043873017237,23.411841781842398
2013-04-30,1570.7,32.49666666666667,88.78333333333333,232.531,1.76,1844.0801961888951,38.152708628096896,104.23606465374507,22.595655396105585
2013-03-31,1550.83,32.11,87.7,232.773,1.96,1818.8588989702414,37.65954956116044,102.85713162609065,22.419207114602575
2013-02-28,1512.31,31.82333333333333,87.30333333333334,232.166,1.98,1778.3188189915834,37.420920677446304,102.65961385388043,22.05272433686194
2013-01-31,1480.4,31.536666666666665,86.90666666666667,230.28,1.91,1755.0531578947368,37.38754824561403,103.03014035087719,21.900475413821805
2012-12-31,1422.29,31.25,86.51,229.601,1.72,1691.148718298265,37.15725867918694,102.86318234676678,21.238261139845616
2012-11-30,1394.51,30.696666666666665,86.50666666666667,230.221,1.65,1653.65198452791,36.4010324427398,102.58221239591522,20.898162059573696
2012-10-31,1437.82,30.14333333333333,86.50333333333333,231.317,1.75,1696.931801207866,35.57551079254875,102.09223494166014,21.577109654528783
2012-09-30,1443.42,29.59,86.5,231.407,1.72,1702.8784360887958,34.90887816703902,102.04859619631212,21.783690301727678
2012-08-31,1403.45,29.166666666666664,86.97333333333333,230.379,1.68,1663.1119171018192,34.562991852556,103.06486667621614,21.41042845344293
2012-07-31,1359.78,28.743333333333332,87.44666666666667,229.104,1.53,1620.32971637335,34.25089142921991,104.20246848592778,20.999341293380564
2012-06-30,1323.48,28.32,87.92,229.478,1.62,1574.5039195042662,33.69144301414514,104.59575105238845,20.54750408685608
2012-05-31,1341.27,27.996666666666666,88.12666666666667,229.815,1.8,1593.3282588603877,33.257942214389836,104.68787668341926,20.941467419743468
2012-04-30,1386.43,27.673333333333332,88.33333333333334,230.085,2.05,1645.0422639024707,32.83526966121215,104.810244040246,21.779246906824877
2012-03-31,1389.24,27.35,88.54,229.392,2.17,1653.3562099811677,32.54966193241264,105.3728361058799,22.053943972904698
2012-02-29,1352.49,27.043333333333337,88.01,227.663,1.97,1621.8438106763065,32.42912168424382,105.53754466030932,21.797435963717522
2012-01-31,1300.58,26.736666666666668,87.48,226.665,1.97,1566.4625846072397,32.20254653343039,105.3638737343657,21.213008091803445
2011-12-31,1243.32,26.43,86.95,225.672,1.98,1504.0859741571837,31.973258933319155,105.1863361427204,20.523575499431686
2011-11-30,1226.42,26.013333333333335,86.96000000000001,226.23,2.01,1479.9820503911947,31.391583963223272,104.93895981965257,20.345246797645807
2011-10-31,1207.22,25.596666666666664,86.97,226.421,2.15,1455.5835441942222,30.862714986684093,104.86249468909686,20.15582478668874
2011-09-30,1173.88,25.18,86.98,226.889,1.98,1412.4649570494826,30.297703017775206,104.65822908999554,19.6981145688777
2011-08-31,1185.31,24.9,85.94333333333334,226.545,2.3,1428.3837027080713,30.006288816791365,103.56789083846478,20.04985272166049
2011-07-31,1325.19,24.619999999999997,84.90666666666667,225.922,3.0,1601.3528809500624,29.750683244659655,102.60078575791644,22.610981701156607
2011-06-30,1287.29,24.34,83.87,225.722,3.0,1556.9330055112036,29.4383933333924,101.43788204074038,22.100831286610973
2011-05-31,1338.31,24.036666666666665,83.01666666666667,225.964,3.17,1616.9064316882334,29.040387451098404,100.29827339753234,23.059491506095327
2011-04-30,1331.51,23.733333333333334,82.16333333333334,224.906,3.46,1616.2584569998132,28.808796563897808,99.73427338532542,23.143929447285934
2011-03-31,1304.49,23.43,81.31,223.467,3.41,1593.6567075675603,28.62373545087194,99.33401321000414,22.899336430143627
2011-02-28,1321.12,23.196666666666665,79.99000000000001,221.309,3.58,1629.7110526910335,28.615011544943947,98.6742968880615,23.489828703298507
2011-01-31,1282.62,22.963333333333335,78.67,220.223,3.39,1590.0206057496262,28.466867175544788,97.52453653796378,22.978299430554962
2010-12-31,1241.53,22.73,77.35,219.179,3.29,1546.4137284593871,28.31182818609447,96.34491465879486,22.396379773044195
2010-11-30,1198.89,22.603333333333335,75.52,218.803,2.76,1495.8687342952337,28.202436940992584,94.22716580668454,21.7007238277606
2010-10-31,1171.58,22.476666666666667,73.69,218.711,2.54,1462.4086339507385,28.056190269350875,91.98252977673732,21.24012765175941
2010-09-30,1122.08,22.35,71.86,218.439,2.65,1402.3649908670154,27.932819002101272,89.80994959691263,20.381395233204017
2010-08-31,1087.28,22.246666666666666,70.27333333333333,218.312,2.7,1359.662784638499,27.81984838213199,87.87804069405253,19.770299174358563
2010-07-31,1079.8,22.143333333333334,68.68666666666667,218.011,3.01,1352.1732362128516,27.728859690566072,86.01247670989079,19.668660470717693
2010-06-30,1083.36,22.04,67.1,217.965,3.2,1356.9175329984168,27.605285802766495,84.04331566994699,19.742039853739442
2010-05-31,1125.06,21.993333333333332,65.04333333333332,218.178,3.42,1407.771430575035,27.51994234065763,81.38778946548229,20.480068638423397
2010-04-30,1197.32,21.946666666666665,62.986666666666665,218.009,3.85,1499.350723869198,27.482837130577177,78.87540862991895,21.804845599625146
2010-03-31,1152.05,21.9,60.93,217.631,3.73,1445.1668473241402,27.47203155800414,76.43246040315947,21.004601209715354
2010-02-28,1089.16,22.07,57.61,216.741,3.69,1371.886018242972,27.79896840007197,72.56450247069081,19.92053930660044
2010-01-31,1123.58,22.24,54.28999999999999,216.687,3.73,1415.593509255285,28.020078361876802,68.39973265585843,20.52785980145441
2009-12-31,1110.38,22.41,50.97,215.949,3.59,1403.743805898615,28.330750454968534,64.43633871886416,20.32237650021654
2009-11-30,1088.07,22.906666666666666,38.16,216.33,3.4,1373.1168779642212,28.907635186982848,48.15695687144639,19.81276107996606
2009-10-31,1067.66,23.403333333333332,25.349999999999998,216.177,3.39,1348.3135716565591,29.555319067245822,32.01370196644416,19.35800844348683
2009-09-30,1044.55,23.9,12.54,215.969,3.4,1320.3991482573888,30.211612314730353,15.851615833753918,18.83190226484007
2009-08-31,1009.73,24.46333333333333,10.863333333333333,215.834,3.59,1277.1820898931587,30.94305526469416,13.740757202294356,18.09406980157607
2009-07-31,935.82,25.026666666666664,9.186666666666667,215.351,3.56,1186.35003998124,31.726600201531447,11.646045572112504,16.69462081699561
2009-06-30,926.12,25.59,7.51,215.693,3.72,1172.1916722378564,32.389306885248935,9.50541987918013,16.384182816215333
2009-05-31,902.41,26.14666666666667,7.293333333333333,213.856,3.29,1151.993103911043,33.37815371090828,9.3104793879994,15.99635575526315
2009-04-30,848.15,26.703333333333333,7.076666666666666,213.24,2.93,1085.8539413337082,34.18725431438754,9.059985134121176,14.981866453039245
2009-03-31,757.13,27.26,6.86,212.709,2.82,971.7443144859878,34.98705640099855,8.804519695922599,13.323667656863927
2009-02-28,805.23,27.63666666666667,9.533333333333333,212.193,2.87,1035.9917890316833,35.55674744218707,12.265383872229526,14.122181801918893
2009-01-31,865.58,28.013333333333335,12.206666666666667,211.143,2.52,1119.174856566403,36.2205900266644,15.78293677744467,15.174651936879666
2008-12-31,877.56,28.39,14.88,210.228,2.42,1139.6032530395569,36.86737813231348,19.323233061247787,15.376080747423766
2008-11-30,883.04,28.543333333333333,25.236666666666668,212.425,3.53,1134.8596875132398,36.68313818994939,32.43349751677062,15.259659405704575
2008-10-31,968.8,28.696666666666665,35.593333333333334,216.573,3.81,1221.2293610006786,36.17383556583692,44.86748939156774,16.387356548789835
2008-09-30,1216.95,28.85,45.95,218.783,3.69,1518.5412068122296,35.99976483547625,57.33758038787292,20.362733946097514
2008-08-31,1281.47,28.803333333333335,47.75666666666667,219.086,3.89,1596.8393891439891,35.89182517367609,59.50956825173676,21.40161736004793
2008-07-31,1257.33,28.756666666666668,49.56333333333333,219.964,4.01,1560.5047280009453,35.69064151406594,61.51433275445073,20.907206462661573
2008-06-30,1341.25,28.71,51.37,218.815,4.1,1673.401155085346,35.819830130475516,64.091420195142,22.416812802281935
2008-05-31,1403.22,28.573333333333334,54.376666666666665,216.632,3.88,1768.3595667306768,36.00855699988921,68.52631711843125,23.696432116623175
2008-04-30,1370.47,28.436666666666667,57.383333333333326,214.823,3.68,1741.6311168264106,36.138101180972235,72.92432444384444,23.356040643201595
2008-03-31,1316.94,28.3,60.39,213.528,3.51,1683.7537504214906,36.18253765314151,77.2107225750253,22.60681084224934
2008-02-29,1354.87,28.11,62.32,211.693,3.74,1747.2640786894226,36.2511482665936,80.3689633573146,23.495263401811776
2008-01-31,1378.76,27.92,64.25,211.08,3.74,1783.2367646389991,36.110686753837406,83.09855386583284,24.022317760836813
2007-12-31,1479.22,27.73,66.18,210.036,4.1,1922.6775298520254,36.04321730560475,86.02019910872423,25.95551010524023
2007-11-30,1463.39,27.480000000000004,70.32000000000001,210.177,4.15,1900.8257809845989,35.69430736950285,91.34001798484135,25.72905357949838
2007-10-31,1539.66,27.230000000000004,74.46000000000001,208.936,4.53,2011.772978232569,35.57965927365318,97.29200989776774,27.320648130462025
2007-09-30,1497.12,26.98,78.6,208.49,4.52,1960.373405726893,35.32841354501414,102.92117511631251,26.72574304769692
2007-08-31,1454.62,26.71,80.70666666666666,207.917,4.67,1909.9718823376631,35.071255020032034,105.9709505235262,26.148607189312326
2007-07-31,1520.71,26.440000000000005,82.81333333333333,208.299,5.0,1993.0887432488873,34.653067561534144,108.53767152026654,27.41008816720434
2007-06-30,1514.19,26.17,84.92,208.352,5.1,1984.0386104765012,34.29047242167102,111.27042101827676,27.41826274041061
2007-05-31,1511.14,25.943333333333335,84.33000000000001,207.949,4.75,1983.8794772756783,34.05935027338434,110.71148690303872,27.54849045185128
2007-04-30,1463.64,25.71666666666667,83.74000000000001,206.686,4.69,1933.261618687284,33.968082743872344,110.60870702418161,26.976268314189102
2007-03-31,1406.95,25.49,83.15,205.352,4.56,1870.4544920429312,33.88740538197826,110.54287004752814,26.227605554650914
2007-02-28,1444.8,25.286666666666665,82.60333333333334,203.499,4.72,1938.263747733404,33.92319303780362,110.81606204453094,27.31518141351663
2007-01-31,1424.16,25.083333333333332,82.05666666666667,202.416,4.76,1920.796540194451,33.830454361315304,110.67166711129555,27.20753665680715
2006-12-31,1416.42,24.88,81.51,201.8,4.56,1916.188846679881,33.6586453914767,110.26994316154608,27.2826897875717
2006-11-30,1388.64,24.619999999999997,80.53,201.5,4.6,1881.4039003473947,33.356495583126545,109.10636024813896,26.9280202708565
2006-10-31,1363.38,24.36,79.55,201.8,4.73,1844.434242517344,32.955168880079285,107.61837784935578,26.538040282101743
2006-09-30,1317.74,24.1,78.57,202.9,4.72,1773.0259892557908,32.42667471660916,105.71634159684572,25.644156440797403
2006-08-31,1287.15,23.88,77.21,203.9,4.88,1723.3732783227072,31.97308307994114,103.37695747915643,25.051393562010976
2006-07-31,1260.24,23.66,75.85,203.5,5.09,1690.6599543980344,31.740791056511057,101.75566363636364,24.696786766853325
2006-06-30,1253.17,23.44,74.49,202.9,5.11,1686.1467201084276,31.538641301133563,100.22668048299654,24.749582241646387
2006-05-31,1290.01,23.22,73.88333333333333,202.5,5.11,1739.1437038518518,31.304343999999997,99.6067735802469,25.650640708757354
2006-04-30,1302.17,23.0,73.27666666666666,201.5,4.99,1764.249709727047,31.161632754342428,99.27915548387095,26.147280943874538
2006-03-31,1293.74,22.78,72.67,199.8,4.72,1767.7422483483483,31.126167867867867,99.29493498498498,26.32783777866771
2006-02-28,1276.65,22.593333333333334,71.72333333333334,198.7,4.57,1754.0477098641168,31.042011977856067,98.54396160040262,26.249624763583313
2006-01-31,1278.73,22.406666666666666,70.77666666666666,198.3,4.42,1760.4494512859303,30.84764104891578,97.43944694906705,26.46870262668574
2005-12-31,1262.07,22.22,69.83,196.8,4.47,1750.7565864329267,30.823814329268284,96.86889984756095,26.443803114292425
2005-11-30,1237.37,21.97,68.71,197.6,4.54,1709.5431280870444,30.353623026315788,94.9293326417004,25.93178330906904
2005-10-31,1191.96,21.72,67.58999999999999,199.2,4.46,1633.577589759036,29.76719457831325,92.63189141566264,24.876538723647975
2005-09-30,1225.92,21.47,66.47,198.8,4.2,1683.500189939638,29.48377469818913,91.28022842052313,25.730122990164485
2005-08-31,1224.27,21.29,65.39999999999999,196.4,4.26,1701.7789348778003,29.593858808553968,90.90833095723012,26.104381410936167
2005-07-31,1222.24,21.11,64.33,195.4,4.18,1707.6519279426816,29.493824616171953,89.87862328556807,26.287871091254768
2005-06-30,1202.25,20.93,63.26,194.5,4.0,1687.4954074550128,29.377649305912595,88.79264668380463,26.06839487188401
2005-05-31,1178.28,20.696666666666665,62.24666666666667,194.4,4.14,1654.7015166666665,29.065082767489706,87.41526100823046,25.650230187182988
2005-04-30,1164.43,20.46333333333333,61.23333333333333,194.6,4.34,1633.570828828366,28.707869424460426,85.90382168550873,25.408922569114484
2005-03-31,1194.9,20.23,60.22,193.3,4.5,1687.5907123642007,28.571395188825658,85.05039141231246,26.339142131057944
2005-02-28,1199.63,19.96666666666667,59.663333333333334,191.8,4.17,1707.5213185088633,28.420020333680917,84.92319598540145,26.7448631281012
2005-01-31,1181.41,19.703333333333333,59.10666666666666,190.7,4.22,1691.2872272155219,28.206969638175142,84.61613696906134,26.587250697970397
2004-12-31,1199.21,19.44,58.55,190.3,4.23,1720.3779696794534,27.888483026799786,83.99540541250656,27.14480869474125
2004-11-30,1168.94,19.346666666666668,58.29,191.0,4.19,1670.8069467015707,27.652869319371728,83.31594172774868,26.465310814818057
2004-10-31,1117.21,19.253333333333334,58.03,190.9,4.1,1597.7039372970141,27.533880356207437,82.98776369827134,25.41165566548935
2004-09-30,1117.66,19.16,57.77,189.9,4.13,1606.7642600315955,27.54469447077409,83.0509916271722,25.668406776357706
2004-08-31,1088.94,18.973333333333333,57.23,189.5,4.28,1568.7804053825857,27.33391514511873,82.44834664907651,25.174462226477786
2004-07-31,1105.85,18.78666666666667,56.69,189.4,4.5,1593.9829332101372,27.079283843717004,81.71351673706441,25.69588864626857
2004-06-30,1132.76,18.6,56.15,189.7,4.73,1630.1891316816027,26.76782182393253,80.80716104375328,26.40128536647493
2004-05-31,1102.78,18.406666666666666,54.76666666666667,189.1,4.72,1592.0795787414067,26.57363945002644,79.06644262295083,25.902814292943777
2004-04-30,1133.36,18.213333333333335,53.38333333333333,188.0,4.35,1645.8014897872338,26.448375744680853,77.52026675531914,26.900577508444904
2004-03-31,1123.98,18.02,52.0,187.4,3.83,1637.4061469583776,26.2514090715048,75.75323372465314,26.88653038403588
2004-02-29,1143.36,17.810000000000002,50.913333333333334,186.2,4.08,1676.373308700322,26.112692964554245,74.64818872180452,27.650862036740236
2004-01-31,1132.52,17.6,49.826666666666675,185.2,4.15,1669.445775161987,25.944129589632833,73.44940323974083,27.65854035573659
